STN Code,Name of Monitoring Location,Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform
1790,"PULICATE LAKE , NELLORE DIST",LAKE,"ANDHRA 
PRADESH",18.0,28.0,4.9,5.5,6.7,8.2,21840,47890,2.20,2.80,0.46,2.80,3,4,210,1600
2353,"KONDAKARLA-AAVA LAKE, PARAWADA 
PHARMA CITY, VISHAKHAPATNAM",LAKE,"ANDHRA 
PRADESH",24.0,30.0,5.0,6.8,7.0,8.5,714,1950,1.60,4.20,0.00,5.82,11,23,150,1100
4368,"KOLLERU LAKE KOKKIRAYALANKA (V), 
KAILALUR (M)",LAKE,"ANDHRA 
PRADESH",25.0,28.0,3.7,7.5,7.2,8.1,979,14730,1.70,5.40,0.00,3.47,4,20,150,1300
4391,"CHENGAMBAKAM TANK IN SRI CITY SEZ, 
TIRUPATHI",TANK,"ANDHRA 
PRADESH",25.0,36.0,3.2,6.1,6.8,7.9,228,1098,2.00,22.00,0.00,4.40,100,200,400,1400
1529,"DEEPAR BEEL, ASSAM",LAKE,ASSAM,22.0,34.0,4.6,11.0,7.1,8.0,144,273,2.70,4.80,1.10,2.00,2,360,360,1500
2205,"MER BEEL AT MADHABPUR, ASSAM",LAKE,ASSAM,13.0,32.0,0.4,8.2,6.3,7.7,29,228,1.30,18.00,0.80,2.40,300,730,720,2000
2206,"DALONI BEEL NEAR JOGIGHOPA, ASSAM",LAKE,ASSAM,22.0,36.0,4.7,5.7,7.2,8.1,51,213,1.80,2.60,0.80,2.10,2,360,300,2300
2218,"DEEPAR BEEL AT BORAGAON NEAR IASST, 
GUWAHATI, ASSAM",LAKE,ASSAM,22.0,34.0,3.7,10.0,7.1,7.9,146,275,2.60,4.60,1.10,2.10,2,730,720,1500
3804,SON BEEL WATER AT KARIMGANJ,LAKE,ASSAM,20.0,26.0,4.1,5.4,6.4,7.4,88,126,1.20,4.00,0.70,1.30,300,730,720,2000
4337,"KAMALABARI LAKE INSIDE KAMALABARI 
CHILDREN,S PARK, GELEKY",LAKE,ASSAM,18.0,31.0,5.5,6.3,6.9,7.6,32,46,1.30,2.30,0.50,1.30,2,300,2,720
1263,"ELANGABEEL SYSTEM POND (CONNECTED TO 
R. KOLANG), ASSAM",POND,ASSAM,22.0,32.0,2.0,5.3,7.1,8.0,396,953,2.70,17.50,1.30,2.80,2,730,360,2800
2207,"BOR BEEL AT JAKAI., ASSAM",POND,ASSAM,12.0,29.0,2.0,6.5,6.3,7.7,28,258,1.30,4.50,0.90,1.90,300,1100,300,3500
2208,"BORPUKHURI, NAZIRA, ASSAM",POND,ASSAM,19.0,34.0,6.0,7.8,7.0,7.8,24,42,1.20,2.80,0.60,1.40,2,360,2,730
2209,"GAURISAGAR TANK, GAURISAGAR, ASSAM",POND,ASSAM,18.0,31.0,5.0,7.5,6.5,7.3,20,240,1.10,3.70,0.20,1.30,2,730,2,1500
2210,"RAJMAW PUKHURI, JORHAT, ASSAM",POND,ASSAM,18.0,32.0,5.2,7.8,6.7,7.9,47,85,1.40,3.70,0.20,2.00,2,730,2,1500
2211,"PADUMPUKHURI, TEZPUR, ASSAM",POND,ASSAM,20.0,33.0,7.0,7.8,7.5,8.8,28,310,1.60,6.40,0.60,2.80,300,910,720,2000
2212,"GOPHUR TANK, GOPHUR, ASSAM",POND,ASSAM,20.0,32.0,6.8,8.0,7.5,8.9,69,91,1.70,5.60,1.00,2.30,300,1500,720,2800
2213,"JAIPAL PUKHURI, SIPAJHAR, ASSAM",POND,ASSAM,22.0,30.0,6.8,8.0,7.2,8.8,26,231,2.00,7.80,0.80,1.90,2,1100,360,2700
2214,"BOTODRIVA SATRA POND, NAGAON, ASSAM",POND,ASSAM,21.0,36.0,2.5,9.0,6.0,7.8,19,123,1.60,8.80,0.40,2.60,2,730,360,2700
2215,"SARAN BEEL, ASSAM",POND,ASSAM,22.0,34.0,4.2,9.8,7.3,8.1,51,83,1.00,5.40,0.60,1.50,300,730,360,2300
2216,"DIGHALI PUKHURI, GUWAHATI, ASSAM",POND,ASSAM,22.0,33.0,6.0,12.2,7.1,8.7,154,360,2.30,5.80,1.00,2.60,300,1100,730,2800
2217,"SUBHAGYA KUNDA POND KAMAKHYA 
TEMPLE, GUWAHATI, ASSAM",POND,ASSAM,19.0,33.0,5.4,9.6,7.3,8.1,268,620,2.10,7.00,0.80,2.70,700,2800,1400,12000
2219,"BISHNU PUSKAR PUKHURI OF HAYAGRIB 
MADHAB TEMPLE, HAJO, ASSAM",POND,ASSAM,21.0,33.0,6.4,10.8,7.5,9.1,90,228,1.10,14.50,1.50,2.50,300,2000,910,2800
2220,"CHAND DUBI BEEL, CHAND DUBI, ASSAM",POND,ASSAM,15.0,36.0,6.0,10.3,6.1,8.0,19,195,1.00,2.60,0.70,2.80,300,720,360,2300
2221,"GANGA PUKHURI, NALBARI (GORDON 
SCHOOL), ASSAM",POND,ASSAM,21.0,36.0,6.0,10.0,7.5,8.5,49,58,2.00,4.00,0.80,1.60,2,1500,720,4300
2222,"RAJADINIA PUKHURI AT ABHAYAPURI, ASSAM",POND,ASSAM,23.0,38.0,4.7,5.6,7.2,8.1,16,110,1.20,4.20,0.90,1.90,2,700,360,1500
2223,"MAHAMAYA MANDIR PUKHURI, ASSAM",POND,ASSAM,21.0,38.0,3.1,5.5,7.1,8.1,44,63,1.20,2.50,0.70,2.40,300,1500,730,2800
2224,"RAJAPUKHURI AT GAURIPUR, ASSAM",POND,ASSAM,20.0,38.0,3.1,5.8,7.2,8.8,74,98,1.20,2.40,0.70,2.00,2,730,360,2100
2225,"BASKANDI POND INSIDE THE BASKANDI 
MADRASA, BASKANDI, ASSAM",POND,ASSAM,21.0,28.0,4.7,5.8,6.7,7.3,96,116,1.60,3.80,1.30,3.20,2,360,300,2800
2226,"SIVASAGAR TANK (BORPUKHURI) NEAR 
SIVADOL, ASSAM",POND,ASSAM,18.0,32.0,5.8,8.7,6.1,7.5,22,40,1.20,2.80,0.20,1.70,2,730,2,910
2227,"HORDAI PUKHURI, CHARAIDEW, ASSAM",POND,ASSAM,20.0,31.0,5.1,7.6,6.3,7.5,22,36,1.30,3.60,0.60,1.30,2,910,2,2800
2228,"GALA BEEL AT DERGAON, ASSAM",POND,ASSAM,20.0,30.0,4.4,10.0,6.8,7.9,20,57,1.20,2.60,0.40,1.80,2,1500,360,3900
3772,BORPUKHURI AT SONARI,POND,ASSAM,20.0,31.0,4.5,7.5,6.6,7.6,53,87,1.50,2.90,0.80,1.80,2,700,2,1500
3806,"POND WATER FROM RAMKRISHNA MISSION 
AT HAILAKANDI",POND,ASSAM,22.0,25.0,4.1,5.3,6.4,7.5,108,163,2.00,3.20,0.70,1.60,2,2,2,730
3809,"JORPUKHURI AT UZANBAZAR (UGRATALA 
TEMPLE)",POND,ASSAM,23.0,34.0,5.1,10.2,7.5,8.1,311,381,1.90,4.80,1.10,2.50,720,2700,1400,12000
4006,NETAI PUKHURI AT NETAI PUKHURI,POND,ASSAM,20.0,32.0,5.2,8.5,6.8,7.8,22,52,1.80,3.40,0.50,1.70,2,1500,2,4300
4334,"THOWRADOLE PUKHURI, THOWRADOLE G.P. 
DEMOW BLOCK",POND,ASSAM,24.0,34.0,5.8,8.0,7.1,7.9,37,65,1.80,2.50,0.40,1.50,2,300,2,700
1532,"GOYSAGAR TANK, SIBSAGAR, ASSAM",TANK,ASSAM,18.0,31.0,5.3,7.7,6.8,7.7,20,28,1.50,2.20,0.20,1.80,2,360,2,600
2557,"KAWAR LAKE, BEGUSARAI",LAKE,BIHAR,19.0,29.0,9.3,9.8,7.7,8.2,239,366,2.70,2.90,0.00,0.18,4000,7000,11000,11000
2571,MOTI JHEEL AT MOTIHARII,LAKE,BIHAR,17.0,34.0,9.2,13.6,7.6,9.9,353,905,1.40,10.00,0.12,1.57,180,22000,1200,54000
4296,"SIKANDRAPUR, MUZAFFARPUR",LAKE,BIHAR,15.0,34.0,7.0,10.5,8.3,9.6,858,1200,2.80,15.60,0.06,2.09,1400,35000,3300,160000
2573,TIGHI TALAB AT GAYA,POND,BIHAR,17.0,37.0,7.8,9.5,7.0,7.8,658,1020,2.60,3.80,0.00,2.75,2100,22000,1100,35000
2574,SURAJ KUND AT GAYA,POND,BIHAR,16.0,37.0,7.8,9.8,7.3,9.1,521,718,2.50,4.10,0.00,2.03,930,17000,3300,35000
2046,"SUKHNA LAKE, CHANDIGARH",LAKE,CHANDIGARH,16.0,29.5,6.2,9.6,7.2,8.5,210,290,1.00,19.00,0.00,3.00,2,4900000,4,542000000
3163,"HITKASA TAILING DAM, RAJHARA, 
CHHATISGARH.(DALLI RAJHARA IRON ORE 
MINES, DALLI RAJHARA)",LAKE,CHHATTISGARH,28.0,34.0,5.8,6.9,7.2,7.5,,,2.50,10.80,0.00,0.00,2,180,2,1600
3164,"NEHRU NAGAR TALAB, BHILAI, CHHATISGARH.",POND,CHHATTISGARH,21.0,33.0,6.0,7.0,7.2,7.6,,,2.40,8.40,0.00,0.00,2,280,2,1600
3030,"SANJAY LAKE, DELHI",LAKE,DELHI,7.4,7.4,6.8,6.8,7.4,7.4,999,1030,16.00,16.00,0.91,4.81,11000,11000,17000,17000
3031,"BHALSWA LAKE, DELHI",LAKE,DELHI,8.0,8.0,2.8,2.8,8.1,8.1,6500,6510,27.00,72.00,0.31,4.46,17000,17000,22000,22000
3032,"SULTANPUR LAKE, DELHI",LAKE,DELHI,,,,,6.9,7.4,235,303,1.70,7.10,BDL,0.64,220,2200,1400,16000
3476,"LAKE NEAR IIT FLYOVER, DELHI",LAKE,DELHI,8.7,8.7,16.4,16.4,9.2,9.2,760,856,30.00,30.00,0.91,1.13,49000,49000,130000,130000
1549,"SALAULIM LAKE AT SALAULIM - SANGUEM, 
GOA",LAKE,GOA,27.0,35.0,5.4,8.1,6.4,8.0,36,37320,BDL,0.80,BDL,0.53,BDL,130,BDL,240
2269,"MAYEM LAKE, BICHOLIM",LAKE,GOA,27.0,31.0,6.0,8.2,5.6,8.0,13,24578,BDL,2.70,BDL,0.14,780,4900,1300,9400
3175,ANJUNEM LAKE,LAKE,GOA,27.0,31.0,6.3,9.0,6.4,7.8,36,177,BDL,2.10,0.00,0.49,2,110,BDL,170
3176,RUMDER LAKE,LAKE,GOA,26.0,30.0,2.2,6.1,6.4,7.7,52,2386,BDL,6.00,BDL,0.36,490,4900,790,7900
3177,CARAMBOLIM LAKE,LAKE,GOA,26.0,30.0,5.7,8.2,6.2,8.4,29,12045,BDL,3.00,0.05,2.15,78,1700,130,5400
3178,RAIA LAKE,LAKE,GOA,27.0,30.0,4.6,9.5,6.3,7.8,60,329,BDL,12.00,0.00,7.80,20,4900,40,7900
3179,SAIPEM LAKE,LAKE,GOA,28.0,30.0,1.9,5.0,6.0,8.1,213,441,BDL,4.20,0.00,2.54,7900,24000,14000,92000
3180,CURTORIM LAKE,LAKE,GOA,27.0,36.0,4.1,10.6,6.1,7.5,59,448,BDL,4.30,BDL,4.89,200,4900,450,13000
4408,HARWALE WATER FALL,LAKE,GOA,26.0,30.0,7.0,8.8,6.1,7.2,50,145,BDL,BDL,BDL,0.37,2300,4900,3300,13000
1343,"KANKORIA LAKE AT AHMEDABAD, NR. 
BALVATIKA,",LAKE,GUJARAT,25.0,30.0,6.0,8.8,8.1,9.1,2408,3402,11.00,24.00,0.06,0.29,12,46,120,540
1344,"CHANDOLA LAKE AT AHMEDABAD,",LAKE,GUJARAT,28.0,29.0,6.1,8.2,7.4,8.3,415,527,4.00,13.00,0.07,0.21,2,68,2,490
1345,"AJWAH LAKE AT SRI SAYAJI SABVAR, BARODA,",LAKE,GUJARAT,0.0,29.0,6.2,8.1,7.4,8.5,192,322,0.30,0.70,0.38,0.73,2,4,4,47
1346,"SURSAGAR LAKE AT BARODA,",LAKE,GUJARAT,0.0,30.3,2.7,4.8,7.2,8.5,775,3670,0.90,11.00,0.38,0.78,26,210,63,640
1972,"NALSAROVAR LAKE (SANAND), 
DIST.AHMEDABAD",LAKE,GUJARAT,27.0,27.0,7.1,7.4,7.7,9.0,335,2432,1.70,4.00,0.00,0.30,17,120,70,210
1973,"BINDUSAROVAR, SIDDHPUR (DIST.PATAN)",LAKE,GUJARAT,24.0,29.0,3.2,7.4,7.6,8.2,698,2682,0.70,6.00,0.12,6.00,4,120,26,350
1975,"LAKHOTA TALAV, JAMNAGAR",LAKE,GUJARAT,23.0,28.0,5.4,6.6,7.1,8.2,440,532,4.10,6.30,0.25,0.33,6,8,21,21
1976,NARSIMEHTA TALAV- JUNAGADH,LAKE,GUJARAT,22.0,24.0,5.1,13.5,7.4,8.4,401,1736,1.90,276.90,0.02,0.06,6,7,26,33
1977,CITY LAKE OF NADIAD,LAKE,GUJARAT,25.0,29.0,2.7,8.0,8.2,8.4,488,2240,0.40,3.70,0.38,0.74,2,120,21,540
2076,"ANKLESHWAR RESERVOIR AT GIDC 
ANKLESHWAR AT VALIA ROAD.",LAKE,GUJARAT,27.0,32.0,6.6,7.6,7.4,8.6,269,1630,0.40,0.90,0.11,0.48,17,26,49,94
2077,"MOTICHER LAKE NEAR KAKARPAR ATOMIC 
POWER STATION, DIST. SURAT.",LAKE,GUJARAT,26.0,29.0,6.0,7.3,7.3,8.1,318,805,0.70,1.50,0.01,0.17,6,11,26,93
2078,"KUWADAVA LAKE, VILL. KUWADAVA, DIST. 
RAJKOT.",LAKE,GUJARAT,23.0,27.0,5.4,6.8,7.7,8.3,415,1253,1.30,2.30,0.00,0.05,,,,
3197,"MACHHU-II DAM, RAFLESHWAR, MORBI, 
RAJKOT",LAKE,GUJARAT,24.0,33.0,5.0,7.7,7.6,8.3,375,2761,0.50,2.10,0.02,0.31,BDL,5,BDL,5
3198,"GOMTI LAKE, OPP, RANCHODAJI TEMPLE, 
DAKOR, KHEDA",LAKE,GUJARAT,25.0,29.0,3.1,6.8,7.2,8.5,328,623,0.40,0.90,0.36,0.76,4,49,33,240
3199,"HAMISAR TALAV, BHUJ",LAKE,GUJARAT,0.0,29.0,0.0,6.9,0.0,7.7,0,510,0.00,1.10,0.00,0.69,2,6,2,21
3200,MOONSAR LAKE OF VIRAMGAM,LAKE,GUJARAT,26.0,30.0,2.8,9.2,8.4,9.4,6419,12050,14.00,82.00,0.00,0.40,12,120,70,920
3201,"MALAV TALAV, DHOLKA",LAKE,GUJARAT,26.0,29.0,3.3,8.8,8.3,9.4,2892,4788,9.00,30.00,0.00,0.31,2,94,2,540
3202,VHERAIMATA TALAV AT ANAND,LAKE,GUJARAT,24.0,30.0,0.0,7.1,6.5,8.2,158,627,0.40,12.00,0.00,0.58,4,350,47,920
1979,"OLPAD, VILLAGE POND:OLPAD, SURAT",POND,GUJARAT,26.0,30.0,6.2,7.5,7.4,8.0,521,1126,0.90,1.60,0.04,0.44,6,17,38,84
2079,"DHUDHIA TALAV AT NAVSARI, DIST. NAVSARI.",POND,GUJARAT,24.0,35.0,6.0,7.5,7.0,8.3,311,2171,0.80,1.20,0.02,0.29,6,21,33,142
1971,THOL TANK (KALOL) (DIST. MEHASANA),TANK,GUJARAT,25.0,29.0,BDL,8.7,7.3,8.6,367,1992,2.20,81.00,0.00,0.13,4,84,6,150
1349,BRAHMSAROVAR LAKE AT KURUKSHETRA,LAKE,HARYANA,19.0,29.0,4.4,8.3,7.5,9.0,197,716,0.80,10.00,0.00,0.21,500,13000,2100,160000
1392,"KAUSSHALAYA LAKE, PINJORE, PANCHKULA",LAKE,HARYANA,18.0,29.0,2.1,8.1,7.0,8.4,329,590,1.80,4.50,0.02,2.09,9000,148000,5420,345000
3033,SOHNA LAKE,LAKE,HARYANA,6.0,9.0,6.2,6.6,6.8,8.5,190,2430,3.00,21.00,0.00,0.00,,,,
1291,GOBINDSAGAR LAKE AT BILASPUR,LAKE,HIMACHAL PRADESH,15.0,24.0,8.9,10.5,7.7,8.5,136,274,0.20,0.60,0.09,0.30,43,94,350,920
1292,"PONGDAM LAKE AT PONG 
VILLAGE,",LAKE,HIMACHAL PRADESH,9.3,19.0,8.2,9.3,7.1,7.9,104,1791,0.10,0.30,0.09,1.20,2,4,33,120
1429,"RENUKA LAKE , 35 KM FROM 
PATNA SAHIB NORTH",LAKE,HIMACHAL PRADESH,13.0,28.0,5.7,7.1,7.4,8.1,444,6330,0.50,2.80,0.01,0.67,14,31,33,84
2649,RIWALSAR LAKE,LAKE,HIMACHAL PRADESH,11.0,28.0,5.3,12.5,6.9,8.2,181,284,3.00,17.00,0.14,0.39,84,210,920,1600
2650,KHAZIAR LAKE,LAKE,HIMACHAL PRADESH,5.0,14.0,5.2,6.2,6.8,8.0,49,256,0.90,6.50,0.68,1.59,2,13,2,280
1309,DAL LAKE AT SRINAGAR,LAKE,JAMMU & KASHMIR,3.5,24.0,4.6,8.6,7.3,7.7,139,14301,1.60,3.30,,,,,,
2738,"(MANSAR LAKE AT MID 
POINT(MANSAR LAKE)",LAKE,JAMMU & KASHMIR,15.0,24.0,7.1,8.8,7.6,8.0,144,262,0.30,2.10,0.01,0.47,,,,
2739,"MANSAR LAKE POINT OF DISCHARGE 
OF WASTE WATER FROM DIFFERENT 
ESTABLISHMENTS NEAR NAG 
TEMPLE",LAKE,JAMMU & KASHMIR,8.1,27.0,4.2,7.2,7.7,8.1,144,266,0.40,4.20,0.01,0.05,,,,
2740,"(MANSAR LAKE AT MID 
POINT(SURINSAR LAKE), J&K",LAKE,JAMMU & KASHMIR,18.0,27.0,5.1,6.8,8.2,8.4,140,170,4.50,23.00,0.01,0.05,,,,
2741,"SURINSAR LAKE POINT OF 
DISCHARGE OF WASTE WATER 
FROM DIFFERENT ESTABLISHMENTS",LAKE,JAMMU & KASHMIR,16.0,27.0,4.8,6.6,8.1,8.6,140,272,4.10,6.30,0.01,0.11,,,,
3251,DAL LAKE AT DALGATE,LAKE,JAMMU & KASHMIR,3.9,25.0,2.2,7.9,7.2,7.8,138,308,2.00,3.40,,,,,,
3252,DAL LAKE AT CHAIRCHINARI,LAKE,JAMMU & KASHMIR,3.3,29.0,4.4,9.2,7.1,8.2,145,305,1.50,2.50,,,,,,
3253,DAL LAKE NEAR NISHAT LAM,LAKE,JAMMU & KASHMIR,3.6,27.8,3.0,8.0,7.2,8.8,189,328,2.90,7.50,,,,,,
3254,DAL LAKE AT ABIKARPORA,LAKE,JAMMU & KASHMIR,3.2,28.0,3.3,8.9,7.2,8.7,145,292,1.60,4.00,,,,,,
3256,"DAL LAKE AT ENTRY POINT OF 
TALIBAL NALLAH",LAKE,JAMMU & KASHMIR,2.0,22.2,5.5,8.4,7.3,8.0,156,386,1.40,4.10,,,,,,
3257,DAL LAKE AT HABAK,LAKE,JAMMU & KASHMIR,5.0,27.0,3.3,10.1,7.2,7.8,210,438,3.50,7.20,,,,,,
3258,DAL LAKE AT HAZRATBAL,LAKE,JAMMU & KASHMIR,5.4,27.0,4.7,9.5,7.4,8.8,220,486,2.00,6.80,,,,,,
3259,DAL LAKE AT DHOBIGHAT,LAKE,JAMMU & KASHMIR,4.7,26.0,6.1,8.5,7.5,8.5,207,455,2.00,5.60,,,,,,
3260,DAL LAKE AT SONALANK,LAKE,JAMMU & KASHMIR,1.0,28.0,5.3,9.0,7.5,8.4,214,378,1.60,3.10,,,,,,
3261,"DAL LAKE AT NISHAT, WATER INTAKE 
POINT OF NISHAT WATER 
TREATMENT PLANT",LAKE,JAMMU & KASHMIR,5.0,24.0,4.3,8.0,7.4,8.1,173,360,2.00,3.20,,,,,,
3262,"DAL LAKE AT NIGEEN, WATER 
INTAKE PT OF POKHRIBAL WATER 
TREATMENT PLANT",LAKE,JAMMU & KASHMIR,1.5,25.0,5.0,9.0,7.3,8.4,189,375,1.50,2.70,,,,,,
3263,WULAR LAKE AT NINGLI NALLAH,LAKE,JAMMU & KASHMIR,8.7,32.1,4.5,9.5,7.2,7.8,110,297,0.90,2.50,,,,,,
3264,WULAR LAKE AT WATLAB,LAKE,JAMMU & KASHMIR,9.1,24.8,5.0,8.8,7.2,7.7,112,258,1.40,2.25,,,,,,
3265,WULAR LAKE ATKANIBATH,LAKE,JAMMU & KASHMIR,8.8,29.5,4.5,9.1,7.2,8.1,172,230,1.80,6.30,,,,,,
3266,"WULAR LAKE AT ENTRY PT OF ERIN 
NALLAH",LAKE,JAMMU & KASHMIR,7.6,23.8,5.8,8.6,7.3,7.9,115,332,1.20,2.60,,,,,,
4040,ASHAIBAGH BRIDGE,LAKE,JAMMU & KASHMIR,2.0,25.0,3.0,8.3,7.3,8.4,181,331,1.60,3.50,,,,,,
4041,NAYADYAR,LAKE,JAMMU & KASHMIR,5.6,21.0,0.6,2.2,7.1,7.7,235,554,4.10,20.00,,,,,,
4042,JOGILANKER,LAKE,JAMMU & KASHMIR,6.1,22.0,0.5,2.1,7.1,7.7,238,567,4.50,21.00,,,,,,
4043,ANCHAR AT SINDH INFLOW,LAKE,JAMMU & KASHMIR,3.5,16.2,6.3,9.0,7.5,8.7,137,485,1.50,2.70,,,,,,
4044,CENTRAL SITE,LAKE,JAMMU & KASHMIR,3.4,20.0,3.0,5.8,7.2,8.5,250,425,1.40,3.90,,,,,,
4045,AT SANGAM,LAKE,JAMMU & KASHMIR,4.5,20.1,0.6,3.0,7.1,8.2,296,445,2.75,6.30,,,,,,
4046,NEAR LKIMS,LAKE,JAMMU & KASHMIR,4.2,20.3,1.7,3.0,7.1,8.4,303,430,2.40,5.20,,,,,,
4047,JENAB SAHAB SOURA,LAKE,JAMMU & KASHMIR,4.0,22.0,1.3,3.8,6.8,8.3,201,394,3.00,6.60,,,,,,
4048,SADERKOTE,LAKE,JAMMU & KASHMIR,6.1,33.0,4.4,8.7,7.1,7.8,96,312,2.10,3.75,,,,,,
4049,ZALWAN,LAKE,JAMMU & KASHMIR,8.5,22.0,3.8,9.0,7.1,7.9,163,332,1.80,3.00,,,,,,
4050,LANKRISH PORA,LAKE,JAMMU & KASHMIR,8.8,27.0,4.0,8.4,7.3,7.8,127,260,1.25,3.50,,,,,,
2394,TOP CHANCHI LAKE,LAKE,JHARKHAND,13.0,37.0,7.2,7.6,7.2,7.6,,,1.30,2.00,,,,,,
2398,"DIMNA LAKE, DIMNA",LAKE,JHARKHAND,15.5,29.5,7.2,7.9,7.4,7.6,154,182,0.40,0.90,,,,,,
2402,HAZARIBAGH MEETHAJHIL,LAKE,JHARKHAND,16.0,38.0,6.7,8.4,7.2,7.4,,,1.30,3.20,,,,,,
2393,"SHIV GANGA POND, DEOGHAR",POND,JHARKHAND,17.0,38.0,6.8,8.2,7.6,8.2,312,320,2.20,2.80,,,,,,
4740,"LOCO TALAB ) PUMPU TALAB), AT- BARMASIA, 
DHANBAD",POND,JHARKHAND,15.0,33.0,4.2,5.5,7.2,7.8,,,5.20,15.20,,,,,,
4741,"RANIBANDH TALAB NEAR ISM, DHANBAD",POND,JHARKHAND,16.0,32.5,3.8,5.5,7.2,7.6,,,12.80,17.20,,,,,,
1388,"ULSOOR LAKE TRAINING CENTRE OF FISH 
BREEDING,",LAKE,KARNATAKA,23.0,29.0,1.0,9.8,6.7,8.9,380,891,3.00,75.00,0.63,18.00,630,79000,5400,540000
1446,"HEBALLA VALLEY LAKE AT D/S ROAD BRIDGE 
NR. MANDYA,",LAKE,KARNATAKA,24.0,29.0,1.0,6.1,7.6,8.1,386,870,3.00,10.00,1.24,11.20,410,940,1700,5800
3582,HEBBAL LAKE,LAKE,KARNATAKA,22.0,31.0,1.2,5.8,7.4,8.9,1250,2310,4.00,24.00,2.80,12.20,1100,4600,6300,9400
3583,KUKKARAHALLI LAKE,LAKE,KARNATAKA,20.0,30.0,3.1,7.0,7.3,9.4,542,2680,3.00,10.40,0.34,3.40,840,2100,4300,6300
3584,DALAVAI LAKE,LAKE,KARNATAKA,20.0,30.0,BDL,3.8,7.4,9.0,746,1164,10.40,23.80,2.80,8.30,1100,8200,7000,21000
3585,YENNEHOLE LAKE,LAKE,KARNATAKA,20.0,31.0,0.0,3.2,7.3,8.1,936,1213,12.00,28.00,3.10,8.10,1700,6800,6300,15000
3586,LIMBHABUDI LAKE,LAKE,KARNATAKA,20.0,31.0,BDL,6.2,6.7,8.6,552,1579,3.80,52.00,1.50,9.60,1100,9300,5800,47000
3587,SHETTYKERE LAKE,LAKE,KARNATAKA,7.2,29.0,4.0,6.8,7.3,9.4,585,1055,3.00,9.00,1.28,8.70,920,2100,4100,6300
3591,KEMPAMBUDHI LAKE,LAKE,KARNATAKA,26.0,28.0,0.6,9.1,6.6,9.1,395,678,4.00,10.00,0.45,56.00,2100,240000,16000,1600000
3592,YEDIYUR LAKE,LAKE,KARNATAKA,24.0,30.0,3.0,8.9,6.4,9.3,190,574,3.00,18.00,0.47,17.00,700,220000,5400,1600000
3593,"ULSOOR LAKE TRAINING CENTRE OF FISH 
BREEDING,",LAKE,KARNATAKA,24.0,29.0,2.0,9.5,6.2,8.8,387,1110,3.00,32.00,0.60,20.00,480,110000,1600,920000
3601,KARIHOBANAHALLI LAKE,LAKE,KARNATAKA,20.0,32.0,0.5,4.5,6.8,7.9,2,2890,7.00,122.00,1.00,21.30,4600,21000000,35000,160000000
3602,BELLANDUR LAKE,LAKE,KARNATAKA,26.0,31.0,0.6,5.5,6.7,7.7,995,1306,5.00,36.00,0.70,33.00,700,400000,5400,16000000
3608,VARTHUR LAKE,LAKE,KARNATAKA,22.0,33.0,2.5,7.1,6.7,8.0,541,1416,4.00,32.00,0.70,28.00,460,1700000,3500,16000000
3610,TUBRAHALLI LAKE,LAKE,KARNATAKA,23.0,32.0,2.1,4.9,6.6,7.7,704,1821,7.00,34.00,0.90,33.00,470,110000,3500,920000
3611,KAIKONDANAHALLI LAKE,LAKE,KARNATAKA,26.0,29.0,0.6,6.0,6.8,9.3,1304,1695,4.00,156.00,0.90,6.46,4800,210000,35000,1600000
3612,AGARAM LAKE,LAKE,KARNATAKA,26.0,29.0,1.5,5.8,6.9,8.2,710,1986,5.00,29.00,0.38,13.00,840,70000,9200,540000
3614,PUTTENAHALLI LAKE (S),LAKE,KARNATAKA,26.0,29.0,3.8,6.4,6.7,7.6,677,1367,4.00,12.00,0.52,5.60,700,22000,5400,1600000
3615,ARAKERE LAKE,LAKE,KARNATAKA,28.0,30.0,2.2,6.1,6.9,7.7,13,2294,5.00,25.00,1.23,13.21,630,140000,5400,920000
3616,KALENA AGRAHARA LAKE,LAKE,KARNATAKA,28.0,28.0,6.2,6.2,7.7,7.7,436,436,3.00,3.00,2.74,2.74,8400,8400,92000,92000
3617,HULIMAVU LAKE,LAKE,KARNATAKA,26.0,29.0,1.7,5.5,6.7,8.0,687,1609,4.00,27.00,1.12,5.00,460,94000,3500,540000
3618,SINGASANDRA LAKE,LAKE,KARNATAKA,26.0,29.0,2.8,15.0,6.8,7.8,800,1516,6.00,32.00,0.60,6.00,480,21000,5400,1600000
3620,PARAPPANA AGRAHARA LAKE,LAKE,KARNATAKA,26.0,30.0,1.0,5.2,7.0,8.7,900,1687,5.00,31.00,1.67,10.00,940,110000,5400,920000
3621,HARALAKUNTE LAKE,LAKE,KARNATAKA,27.0,30.0,1.3,5.1,6.8,7.9,839,1354,7.80,31.00,1.20,13.00,460,22000,3500,160000
3624,PUTTENAHALLI LAKE,LAKE,KARNATAKA,24.0,30.0,3.2,7.0,6.5,7.3,591,1480,3.00,15.00,0.18,6.00,3100,46000,35000,350000
3625,HEBBAL LAKE,LAKE,KARNATAKA,25.0,29.0,4.0,7.2,6.2,7.7,449,842,3.00,16.00,0.31,5.00,630,17000,9200,92000
